,id,text
27,1,"['a', 'work-in-progress', 'of', 'something', 'fun', 'new', ""zealand's"", 'beloved', 'kakapo', 'as', 'a', 'phoenix', 'aiming', 'for', 'more', 'glowy', 'and', 'magical', 'by', 'the', 'time', ""it's"", 'done', 'i', 'kind', 'of', 'start', 'blobby', '&amp', 'dark', 'and', 'work', 'up', 'in', 'brightness', '&amp', 'detail', 'https://t', 'co/poiegqaarc']"
28,1,"['rt', '@olimonarrez:', 'if', 'my', 'co', 'workers', 'ask', 'me', 'to', 'cover', 'their', 'shift', 'because', 'they', 'want', 'to', 'party', 'im', 'going', 'to', 'say', 'yes', 'if', 'im', 'free', 'they', 'get', 'to', 'hav']"
29,1,"['rt', '@lukewestaway:', 'thanks', 'everyone', 'who', 'came', 'along', 'to', 'this', ""evening's"", 'oxventure', 'it', 'was', 'hilarious', 'fun', 'and', 'now', 'i', 'live', 'on', 'the', 'floor', '@icklenell']"
30,1,"['what', 'does', 'project', 'based', 'learning', 'look', 'like', 'here', 'is', 'our', 'summary', 'of', 'work', 'around', 'endangered', 'species', 'plastic', 'pollution', 'and', 'environmental', 'citizenship', 'in', 'my', '2nd', 'grade', 'class', 'including', 'art', 'music', 'literature', 'and', 'math', 'connections', 'pbl', 'so', 'fun', 'so', 'engaging', 'https://t', 'co/bf2pjkgq53', 'https://t', 'co/rr5sfcphmx']"
31,1,"['@lightenuptw', 'also', 'the', 'most', 'fun', ""i've"", 'had', 'recently', 'is', 'taking', 'my', 'daughters', 'trampolining', 'and', 'joining', 'in', 'with', 'them', '-', 'not', 'a', 'proper', 'exercise', 'class', 'but', ""i'm"", 'sure', 'it', 'burnt', 'loads', 'of', 'calories', 'and', 'it', 'made', 'me', 'laugh', 'a', 'lot', 'too', 'which', 'has', 'got', 'to', 'be', 'a', 'good', 'thing', 'lightenuptw']"
32,1,"['rt', '@commsexpress:', 'friday', 'fun', 'post', 'competition', 'happy', 'first', 'contact', 'day', 'trekkies', 'tell', 'us', 'the', 'date', 'the', 'first', 'time', 'us', 'mortals', 'made', 'contac']"
33,1,"['rt', '@ananavarro:', 'can', 'you', 'imagine', 'trump', 'poking', 'fun', 'at', '@joebiden', 'for', 'this', 'out', 'of', 'all', 'issues', 'que', 'cara', 'dura', 'https://t', 'co/hlopbafaxj']"
34,1,"['smash', 'is', 'fun', 'losing', 'to', 'laggy', 'online', 'bullshit', ""isn't"", 'im', 'going', 'to', 'the', 'mall', 'and', 'playing', 'pokemon', 'go', '&gt', ':(']"
35,1,"['remember', 'saturday', 'morning', 'if', 'football', 'fun', 'time', 'https://t', 'co/6i0bzjjwml']"
36,1,"['rt', '@writerscentreau:', ""it's"", 'going', 'to', 'be', 'a', 'cracker', 'join', 'us', 'from', '5pm', 'today', 'for', 'furiousfiction', ""it's"", 'fast', 'fun', 'and', 'free', 'to', 'take', 'part', 'plus']"
37,1,"['rt', '@_violin_tim:', 'was', 'having', 'fun', 'on', 'this', 'one', 'please', 'me', 'by', '@iamcardib', 'and', '@brunomars', 'want', 'to', 'hear', 'more', 'follow', 'me', 'on', 'insta', '@violin_tim', 'h']"
38,1,"['rt', '@msgladysknight:', 'soundcheck', 'fun', 'happy', 'friday', 'https://t', 'co/ysraxnpauh']"
39,1,"['my', 'niece', 'already', 'got', 'the', 'world', 'we', 'ready', 'for', 'you', 'baby', 'skye', 'tt', '&amp', 'bunny', 'cant', 'wait', 'for', 'you', 'to', 'join', 'the', 'fun']"
40,1,"['rt', '@benwallfisch:', 'its', 'truly', 'a', 'dream', 'come', 'true', 'to', 'have', 'had', 'the', 'chance', 'to', 'work', 'on', 'shazam', '-', 'biggest', 'thanks', 'to', '@ponysmasher', 'peter', 'safran', '@n']"
41,1,"['@ashleybanjo', '@diversity_tweet', 'would', 'want', 'to', 'be', 'sitting', 'behind', 'you', 'boys', 'have', 'fun']"
42,1,"['rt', '@al_i_exandra:', 'having', 'a', 'job', 'is', 'all', 'fun', 'and', 'games', 'until', 'you', 'cant', 'have', 'fun', 'and', 'games', 'because', 'you', 'have', 'a', 'job']"
43,1,"['@hanbinscockring', '2djsjjsfjjwhfsdgds', 'the', 'fun', 'we', 'had', 'omfg']"
44,1,"['rt', '@thechrisdo:', '7', 'characteristics', 'of', 'still', 'people', 'and', 'why', 'you', 'should', 'avoid', 'their', 'negativity', 'if', ""you're"", 'not', 'careful', 'it', 'might', 'rub', 'off', 'on', 'y']"
45,1,"['@morjoysol2615', 'then', 'i', 'stick', 'by', 'my', 'ca', 'suggestions', 'if', 'youve', 'never', 'been', 'trees', 'of', 'mystery', 'is', 'fairly', 'cheap', 'kitschy', 'fun', 'always', 'meant', 'to', 'check', 'out', 'prehistoric', 'forest', 'lots', 'of', 'fun', 'side', 'little', 'drives', '(like', 'you', 'need', 'a', 'similar', 'memory', 'in', 'your', 'life)', 'https://t', 'co/bzi7hdq83z']"
46,1,"['rt', '@bdlabaj:', 'field', 'day', 'fun', '@sunnyvalees', 'https://t', 'co/78rnxce85g']"
47,1,"['rt', '@berbalee:', 'so', 'just', 'two', 'more', 'days', 'until', 'the', 'second', 'blackout', ""duo's"", 'tournament', 'who', 'do', 'you', 'think', 'will', 'win', 'also', 'you', 'can', 'still', 'enter', 'come', 'a']"
48,1,"['how', 'to', 'netflixandchill', 'alone', 'get', 'free', 'netflix', 'premium', 'account', 'with', 'link', 'below', 'https://t', 'co/ycdf8c33gm', 'kindly', 'retweet', 'to', 'share', 'the', 'fun', 'ad', 'https://t', 'co/eewtonfwvo']"
49,1,"['live', '90', 'second', 'auctions', 'fun', 'exciting', 'addicting', 'get', 'coupon', 'codes', 'https://t', 'co/ufdyhcpb0u', 'https://t', 'co/o3xxucvqi9']"
