,id,text
20,1,"['ladies', 'i', 'just', 'experienced', 'sheer', 'bliss', 'when', 'trying', 'on', 'a', 'swimsuit', 'no', 'joke', '@oliviaandocean', 'has', 'officially', 'changed', 'my', 'summer', 'mood', ""i'm"", 'so', 'grateful', 'and', 'excited', 'to', 'take', 'my', 'little', 'girl', 'swimming', 'literally', 'every', 'day', 'now', 'this', 'sounds', 'sponsored', 'but', ""i'm"", 'just', 'that', 'freaking', 'happy']"
21,1,"['rt', '@kimmeye1:', 'happy', 'national', 'jelly', 'bean', 'day', '@thd_young', '@ginamorris508', '@samanthaasm2307', '@kevinz_thd', 'https://t', 'co/bd4ch9a5jm']"
22,1,"['happy', 'birthday', 'rezon', 'wish', 'you', 'all', 'the', 'best', '-yeeun', 'https://t', 'co/50ghxbet2o']"
23,1,"['rt', '@laurenjauregui:', 'hi', 'my', 'loves', 'i', 'miss', 'you', 'i', 'hope', 'youre', 'well', 'and', 'hydrated', 'and', 'rested', 'and', 'happy', 'yall', 'will', 'forgive', 'me', 'for', 'the', 'awol', 'ene']"
24,1,"['rt', '@chavisthill:', 'omg', 'this', 'cat', 'is', 'an', 'actor', 'look', 'at', 'the', 'difference', 'in', 'their', 'eyes', 'why', 'does', 'this', 'make', 'me', 'so', 'happy', 'https://t', 'co/9vrd1dw']"
25,1,"['rt', '@cardinals:', 'we', 'think', '@aybaybader', 'is', 'happy', 'to', 'be', 'back', 'in', 'busch', 'stadium', 'https://t', 'co/buftfzy8br']"
26,1,"['rt', '@jetreset:', 'im', 'hereby', 'banning', 'predictive', 'text', 'memes', 'all', 'it', 'ends', 'up', 'being', 'is', 'dumb', 'but', 'its', 'hilarious', 'and', 'hilarious', 'i', 'gotta', 'is', 'a', 'great', 'gam']"
27,1,"['rt', '@petty_lex:', 'ill', 'be', 'happy', 'when', 'everything', 'fall', 'in', 'place', 'cause', 'im', 'just', 'tired', 'of', 'everything']"
28,1,"['rt', '@nicholls_cheer:', 'happy', 'friday', 'these', 'are', 'the', 'requirements', 'for', 'tryouts', 'just', 'a', 'reminder', 'tryouts', 'are', 'may', '5', '2019', 'geauxcolonels', 'ht']"
29,1,"['happy', 'man', 'artist:', 'bpm:180', 'version:gf1', 'intro', 'phrase', 'a', 'phrase', 'a', 'phrase', 'b', 'special', 'phrase', 'a', 'https://t', 'co/klkihdgywb', 'https://t', 'co/aberq7n82c']"
30,1,"['rt', '@hwaseongl:', 'jungkook', 'beautiful', 'jungkook', 'sunshine', 'jungkook', 'prince', 'jungkook', 'smile', 'jungkook', 'cooky', 'jungkook', 'mixtape', 'jungkook', 'vocal', 'jungkook']"
31,1,"['@eemrichmond', 'congratulations', 'hes', 'adorable', 'im', 'so', 'happy', 'for', 'you', 'guys']"
32,1,"['rt', '@ohmyguinea:', 'happy', 'internationalcarrotday', ""'"", 'any', 'excuse', 'funny', 'guineapigs', 'cute', 'carrot', 'foodies', 'happy', 'pets', 'https://t', 'co/ba7nt']"
33,1,"['rt', '@allypallyfm:', 'happy', 'friday', 'london', 'we', 'have', 'a', 'gorgeous', 'market', 'line', 'up', 'and', 'a', 'few', 'newcomers', 'as', 'well', 'so', 'make', 'your', 'way', 'over', 'to', 'campsbourne', 'th']"
34,1,"['its', 'your', 'birthday', 'zak', 'i', 'wish', 'u', 'a', 'happy', 'ghost', 'free', 'day', 'honey', 'u', 'deserve', 'it', ""i'm"", 'telling', 'the', 'ghosts', 'to', 'take', 'a', 'hike', 'baby', 'lol', 'kiss', '@zak_bagans', 'https://t', 'co/6im3o9zp02']"
35,1,"['@lavendertones', 'happy', 'birthday']"
36,1,"['i', 'am', 'so', 'happy', 'https://t', 'co/kwmgp4qfbw']"
37,1,"['@whca', '@oknox', 'happy', 'he', 'will', 'be', 'with', 'people', 'that', 'appreciate', 'the', 'job', 'president', 'trump', 'is', 'doing']"
38,1,"['@dricciardo', 'happy', 'not-a-teen', 'birthday', 'brie']"
39,1,"['they', 'said', 'you', 'should', 'live', 'a', 'happy', 'stable', 'life', 'all', 'the', 'time', 'fuckthem', 'live', 'just', 'fucking', 'live']"
40,1,"['@felinechairthi1', 'hahah', 'happy', 'felinechairthieffriyay']"
41,1,"['rt', '@chavisthill:', 'omg', 'this', 'cat', 'is', 'an', 'actor', 'look', 'at', 'the', 'difference', 'in', 'their', 'eyes', 'why', 'does', 'this', 'make', 'me', 'so', 'happy', 'https://t', 'co/9vrd1dw']"
42,1,"['rt', '@enjoynature:', 'pink', 'cherry', 'blossoms', 'trees', 'and', 'mount', 'fuji', 'in', 'japan', 'travel', 'nature', 'outdoor', 'vacations', 'art', 'happy', 'flowers', 'cherry', 'bl']"
43,1,"['kristen', 'bell', 'on', 'maintaining', 'a', 'happy', 'marriage', 'even', 'when', ""you're"", 'very', 'annoyed', 'with', 'your', 'spouse', 'https://t', 'co/jq501xfjnn']"
44,1,"['rt', '@srirachastay:', 'did', 'i', 'ask', 'for', 'to', 'suffer', 'that', 'way', 'no', 'but', 'am', 'i', 'happy', 'i', 'do', 'yes', 'https://t', 'co/o30kh89oyz']"
45,1,"['rt', '@mmooregough_7:', 'pardon', 'me', 'but', 'when', 'did', 'girls', 'start', 'dissing', 'on', 'other', 'girls', 'body', 'this', 'is', 'truly', 'disgusting', 'i', 'am', 'extremely', 'happy', 'with', 'my', 'bo']"
46,1,"['@majornelson', '@xboxgamepass', 'freecodefriday', 'crackdown', '3', 'to', 'start', 'currently', 'stuck', 'in', 'bed', 'following', 'spinal', 'surgery', 'so', 'could', 'probably', 'manage', 'life', 'is', 'strange', '2', 'cities', 'skylines', 'and', 'we', 'happy', 'few', 'as', 'well', 'to', 'mix', 'it', 'up', 'a', 'bit', 'and', 'to', 'make', 'the', 'time', 'pass', 'quicker']"
47,1,"['@sergeveilleux5', '@stevebanglesfan', '@ethansvg', '@ericjosephgree2', '@michaelbangles', '@christo40822057', '@freewill121', '@dr_ringer', '@vickibangle', '@susannahoffs', 'for', 'your', 'words', 'greetings', 'from', 'me', 'with', 'the', 'song', ""'"", 'high', 'on', 'a', 'happy', 'vibe', ""'"", 'from', 'urban', 'cookie', 'collective']"
48,1,"['rt', '@teamquetta:', 'happy', 'birthday', 'to', 'the', 'faceofpace', 'mohammad', 'hasnain', 'turns', '19', 'today', 'wishing', 'him', 'a', 'very', 'happy', 'and', 'successful', 'life', 'ahead', 'kee']"
49,1,"['rt', '@t1mbles:', 'if', 'you', 'think', 'that', 'this', 'has', 'a', 'happy', 'ending', 'you', 'havent', 'been', 'paying', 'attention', 'https://t', 'co/mtatdn60p2']"
